title link;rank;title name;exclusive;cumulative_rank;Type;platform;week_num
flixpatrol.com/title/shining-vale/;5;Shining Vale;;;TV Shows;Hulu;16
flixpatrol.com/title/a-million-little-things/;6;A Million Little Things;;;TV Shows;Hulu;16
flixpatrol.com/title/american-idol/;7;American Idol;;;TV Shows;Hulu;16
flixpatrol.com/title/9-1-1-lone-star/;8;9-1-1: Lone Star;;;TV Shows;Hulu;16
flixpatrol.com/title/chicago-pd/;9;Chicago P.D.;;;TV Shows;Hulu;16
flixpatrol.com/title/law-order-special-victims-unit/;10;Law & Order: Special Victims Unit;;;TV Shows;Hulu;16
flixpatrol.com/title/the-batman/;1;The Batman;;;Movies;Hulu;17
flixpatrol.com/title/were-the-millers/;2;We're the Millers;;;Movies;Hulu;17
flixpatrol.com/title/jumper/;3;Jumper;;;Movies;Hulu;17
flixpatrol.com/title/the-hating-game/;4;The Hating Game;;;Movies;Hulu;17
flixpatrol.com/title/venom-let-there-be-carnage/;5;Venom: Let There Be Carnage;;;Movies;Hulu;17
flixpatrol.com/title/about-last-night/;6;About Last Night;;;Movies;Hulu;17
flixpatrol.com/title/the-wolf-of-wall-street/;7;The Wolf of Wall Street;;;Movies;Hulu;17
flixpatrol.com/title/thor-the-dark-world/;8;Thor: The Dark World;;;Movies;Hulu;17
flixpatrol.com/title/john-and-the-hole/;9;John and the Hole;;;Movies;Hulu;17
flixpatrol.com/title/waist-deep/;10;Waist Deep;;;Movies;Hulu;17
flixpatrol.com/title/the-kardashians/;1;The Kardashians;;;TV Shows;Hulu;17
flixpatrol.com/title/power-book-iv-force/;2;Power Book IV: Force;;;TV Shows;Hulu;17
flixpatrol.com/title/the-first-lady-2022/;3;The First Lady;;;TV Shows;Hulu;17
flixpatrol.com/title/the-girl-from-plainville/;4;The Girl From Plainville;;;TV Shows;Hulu;17
flixpatrol.com/title/saturday-night-live/;5;Saturday Night Live;;;TV Shows;Hulu;17
flixpatrol.com/title/this-is-us/;6;This Is Us;;;TV Shows;Hulu;17
flixpatrol.com/title/9-1-1/;7;9-1-2001;;;TV Shows;Hulu;17
flixpatrol.com/title/outlander-2014/;8;Outlander;;;TV Shows;Hulu;17
flixpatrol.com/title/bobs-burgers/;9;Bob's Burgers;;;TV Shows;Hulu;17
flixpatrol.com/title/law-order-special-victims-unit/;10;Law & Order: Special Victims Unit;;;TV Shows;Hulu;17
flixpatrol.com/title/venom-let-there-be-carnage/;1;Venom: Let There Be Carnage;;;Movies;Hulu;18
flixpatrol.com/title/the-batman/;2;The Batman;;;Movies;Hulu;18
flixpatrol.com/title/the-forever-purge/;3;The Forever Purge;;;Movies;Hulu;18
flixpatrol.com/title/ooops-the-adventure-continues/;4;Ooops! The Adventure Continues;;;Movies;Hulu;18
flixpatrol.com/title/run-2021/;5;Run;;;Movies;Hulu;18
flixpatrol.com/title/venom-2018/;6;Venom;;;Movies;Hulu;18
flixpatrol.com/title/dont-breathe-2/;7;Don't Breathe 2;;;Movies;Hulu;18
flixpatrol.com/title/rise-of-the-planet-of-the-apes/;8;Rise of the Planet of the Apes;;;Movies;Hulu;18
flixpatrol.com/title/free-guy/;9;Free Guy;;;Movies;Hulu;18
flixpatrol.com/title/the-wolf-of-wall-street/;10;The Wolf of Wall Street;;;Movies;Hulu;18
flixpatrol.com/title/outlander-2014/;1;Outlander;;;TV Shows;Hulu;18
flixpatrol.com/title/the-kardashians/;2;The Kardashians;;;TV Shows;Hulu;18
flixpatrol.com/title/bobs-burgers/;3;Bob's Burgers;;;TV Shows;Hulu;18
flixpatrol.com/title/family-guy/;4;Family Guy;;;TV Shows;Hulu;18
flixpatrol.com/title/the-rookie-2018/;5;The Rookie;;;TV Shows;Hulu;18
flixpatrol.com/title/the-girl-from-plainville/;6;The Girl From Plainville;;;TV Shows;Hulu;18
flixpatrol.com/title/this-is-us/;7;This Is Us;;;TV Shows;Hulu;18
flixpatrol.com/title/the-first-lady-2022/;8;The First Lady;;;TV Shows;Hulu;18
flixpatrol.com/title/mayans-mc/;9;Mayans M.C.;;;TV Shows;Hulu;18
flixpatrol.com/title/9-1-1/;10;9-1-2001;;;TV Shows;Hulu;18
flixpatrol.com/title/venom-let-there-be-carnage/;1;Venom: Let There Be Carnage;;;Movies;Hulu;19
flixpatrol.com/title/run-2021/;2;Run;;;Movies;Hulu;19
flixpatrol.com/title/the-batman/;3;The Batman;;;Movies;Hulu;19
flixpatrol.com/title/crush-2022/;4;Crush;;;Movies;Hulu;19
flixpatrol.com/title/the-forever-purge/;5;The Forever Purge;;;Movies;Hulu;19
flixpatrol.com/title/rise-of-the-planet-of-the-apes/;6;Rise of the Planet of the Apes;;;Movies;Hulu;19
flixpatrol.com/title/despicable-me/;7;Despicable Me;;;Movies;Hulu;19
flixpatrol.com/title/dodgeball-a-true-underdog-story/;8;Dodgeball: A True Underdog Story;;;Movies;Hulu;19
flixpatrol.com/title/billy-madison/;9;Billy Madison;;;Movies;Hulu;19
flixpatrol.com/title/despicable-me-2/;10;Despicable Me 2;;;Movies;Hulu;19
flixpatrol.com/title/family-guy/;1;Family Guy;;;TV Shows;Hulu;19
flixpatrol.com/title/law-order-special-victims-unit/;2;Law & Order: Special Victims Unit;;;TV Shows;Hulu;19
flixpatrol.com/title/the-kardashians/;3;The Kardashians;;;TV Shows;Hulu;19
flixpatrol.com/title/greys-anatomy/;4;Grey's Anatomy;;;TV Shows;Hulu;19
flixpatrol.com/title/station-19/;5;Station 19;;;TV Shows;Hulu;19
flixpatrol.com/title/bobs-burgers/;6;Bob's Burgers;;;TV Shows;Hulu;19
flixpatrol.com/title/the-good-doctor-2017/;7;The Good Doctor;;;TV Shows;Hulu;19
flixpatrol.com/title/candy-2022/;8;Candy;;;TV Shows;Hulu;19
flixpatrol.com/title/under-the-banner-of-heaven/;9;Under the Banner of Heaven;;;TV Shows;Hulu;19
flixpatrol.com/title/we-own-this-city/;10;We Own This City;;;TV Shows;Hulu;19
flixpatrol.com/title/venom-let-there-be-carnage/;1;Venom: Let There Be Carnage;;;Movies;Hulu;20
flixpatrol.com/title/the-batman/;2;The Batman;;;Movies;Hulu;20
flixpatrol.com/title/last-survivors/;3;Last Survivors;;;Movies;Hulu;20
flixpatrol.com/title/dodgeball-a-true-underdog-story/;4;Dodgeball: A True Underdog Story;;;Movies;Hulu;20
flixpatrol.com/title/funny-people/;5;Funny People;;;Movies;Hulu;20
flixpatrol.com/title/the-matrix-resurrections/;6;The Matrix Resurrections;;;Movies;Hulu;20
flixpatrol.com/title/despicable-me-2/;7;Despicable Me 2;;;Movies;Hulu;20
flixpatrol.com/title/run-2021/;8;Run;;;Movies;Hulu;20
flixpatrol.com/title/despicable-me/;9;Despicable Me;;;Movies;Hulu;20
flixpatrol.com/title/scarface-1932/;10;Scarface;;;Movies;Hulu;20
flixpatrol.com/title/candy-2022/;1;Candy;;;TV Shows;Hulu;20
flixpatrol.com/title/greys-anatomy/;2;Grey's Anatomy;;;TV Shows;Hulu;20
flixpatrol.com/title/the-kardashians/;3;The Kardashians;;;TV Shows;Hulu;20
flixpatrol.com/title/family-guy/;4;Family Guy;;;TV Shows;Hulu;20
flixpatrol.com/title/station-19/;5;Station 19;;;TV Shows;Hulu;20
flixpatrol.com/title/law-order-special-victims-unit/;6;Law & Order: Special Victims Unit;;;TV Shows;Hulu;20
flixpatrol.com/title/big-sky-2020/;7;Big Sky;;;TV Shows;Hulu;20
flixpatrol.com/title/bobs-burgers/;8;Bob's Burgers;;;TV Shows;Hulu;20
flixpatrol.com/title/9-1-1/;9;9-1-2001;;;TV Shows;Hulu;20
flixpatrol.com/title/this-is-us/;10;This Is Us;;;TV Shows;Hulu;20
flixpatrol.com/title/ghostbusters-afterlife/;1;Ghostbusters: Afterlife;;;Movies;Hulu;21
flixpatrol.com/title/venom-let-there-be-carnage/;2;Venom: Let There Be Carnage;;;Movies;Hulu;21
flixpatrol.com/title/anchorman-2-the-legend-continues/;3;Anchorman 2: The Legend Continues;;;Movies;Hulu;21
flixpatrol.com/title/the-valet/;4;The Valet;;;Movies;Hulu;21
flixpatrol.com/title/the-batman/;5;The Batman;;;Movies;Hulu;21
flixpatrol.com/title/47-ronin/;6;47 Ronin;;;Movies;Hulu;21
flixpatrol.com/title/the-wolf-of-wall-street/;7;The Wolf of Wall Street;;;Movies;Hulu;21
flixpatrol.com/title/old/;8;Old;;;Movies;Hulu;21
flixpatrol.com/title/the-matrix-resurrections/;9;The Matrix Resurrections;;;Movies;Hulu;21
flixpatrol.com/title/despicable-me-2/;10;Despicable Me 2;;;Movies;Hulu;21
flixpatrol.com/title/family-guy/;1;Family Guy;;;TV Shows;Hulu;21
flixpatrol.com/title/candy-2022/;2;Candy;;;TV Shows;Hulu;21
flixpatrol.com/title/bobs-burgers/;3;Bob's Burgers;;;TV Shows;Hulu;21
flixpatrol.com/title/the-kardashians/;4;The Kardashians;;;TV Shows;Hulu;21
flixpatrol.com/title/this-is-us/;5;This Is Us;;;TV Shows;Hulu;21
flixpatrol.com/title/saturday-night-live/;6;Saturday Night Live;;;TV Shows;Hulu;21
flixpatrol.com/title/greys-anatomy/;7;Grey's Anatomy;;;TV Shows;Hulu;21
flixpatrol.com/title/teen-titans-go/;8;Teen Titans Go!;;;TV Shows;Hulu;21
flixpatrol.com/title/the-first-lady-2022/;9;The First Lady;;;TV Shows;Hulu;21
flixpatrol.com/title/i-love-that-for-you/;10;I Love That for You;;;TV Shows;Hulu;21
flixpatrol.com/title/ghostbusters-afterlife/;1;Ghostbusters: Afterlife;;;Movies;Hulu;22
flixpatrol.com/title/the-valet/;2;The Valet;;;Movies;Hulu;22
flixpatrol.com/title/venom-let-there-be-carnage/;3;Venom: Let There Be Carnage;;;Movies;Hulu;22
flixpatrol.com/title/old/;4;Old;;;Movies;Hulu;22
flixpatrol.com/title/spider-man-homecoming/;5;Spider-Man: Homecoming;;;Movies;Hulu;22
flixpatrol.com/title/matilda/;6;Matilda;;;Movies;Hulu;22
flixpatrol.com/title/dont-breathe-2/;7;Don't Breathe 2;;;Movies;Hulu;22
flixpatrol.com/title/jumanji-welcome-to-the-jungle/;8;Jumanji: Welcome to the Jungle;;;Movies;Hulu;22
flixpatrol.com/title/despicable-me-2/;9;Despicable Me 2;;;Movies;Hulu;22
flixpatrol.com/title/the-wolf-of-wall-street/;10;The Wolf of Wall Street;;;Movies;Hulu;22
flixpatrol.com/title/bobs-burgers/;1;Bob's Burgers;;;TV Shows;Hulu;22
flixpatrol.com/title/family-guy/;2;Family Guy;;;TV Shows;Hulu;22
flixpatrol.com/title/the-time-travelers-wife-2022/;3;The Time Traveler's Wife;;;TV Shows;Hulu;22
flixpatrol.com/title/gaslit-2022/;4;Gaslit;;;TV Shows;Hulu;22
flixpatrol.com/title/the-baby/;5;The Baby;;;TV Shows;Hulu;22
flixpatrol.com/title/this-is-us/;6;This Is Us;;;TV Shows;Hulu;22
flixpatrol.com/title/greys-anatomy/;7;Grey's Anatomy;;;TV Shows;Hulu;22
flixpatrol.com/title/the-first-lady-2022/;8;The First Lady;;;TV Shows;Hulu;22
flixpatrol.com/title/law-order-special-victims-unit/;9;Law & Order: Special Victims Unit;;;TV Shows;Hulu;22
flixpatrol.com/title/naruto-shippuden/;10;Naruto Shippuden;;;TV Shows;Hulu;22
flixpatrol.com/title/ghostbusters-afterlife/;1;Ghostbusters: Afterlife;;;Movies;Hulu;23
flixpatrol.com/title/fantastic-beasts-the-secrets-of-dumbledore/;2;Fantastic Beasts: The Secrets of Dumbledore;;;Movies;Hulu;23
flixpatrol.com/title/the-valet/;3;The Valet;;;Movies;Hulu;23
flixpatrol.com/title/13-minutes/;4;13 minutes;;;Movies;Hulu;23
flixpatrol.com/title/look-at-me-xxxtentacion/;5;Look At Me: XXXTENTACION;;;Movies;Hulu;23
flixpatrol.com/title/resident-evil-welcome-to-raccoon-city/;6;Resident Evil: Welcome to Raccoon City;;;Movies;Hulu;23
flixpatrol.com/title/old/;7;Old;;;Movies;Hulu;23
flixpatrol.com/title/venom-let-there-be-carnage/;8;Venom: Let There Be Carnage;;;Movies;Hulu;23
flixpatrol.com/title/mr-deeds/;9;Mr. Deeds;;;Movies;Hulu;23
flixpatrol.com/title/spider-man-homecoming/;10;Spider-Man: Homecoming;;;Movies;Hulu;23
flixpatrol.com/title/the-kardashians/;1;The Kardashians;;;TV Shows;Hulu;23
flixpatrol.com/title/p-valley/;2;P-Valley;;;TV Shows;Hulu;23
flixpatrol.com/title/family-guy/;3;Family Guy;;;TV Shows;Hulu;23
flixpatrol.com/title/general-hospital/;4;General Hospital;;;TV Shows;Hulu;23
flixpatrol.com/title/bobs-burgers/;5;Bob's Burgers;;;TV Shows;Hulu;23
flixpatrol.com/title/shoresy/;6;Shoresy;;;TV Shows;Hulu;23
flixpatrol.com/title/the-time-travelers-wife-2022/;7;The Time Traveler's Wife;;;TV Shows;Hulu;23
flixpatrol.com/title/masterchef/;8;MasterChef;;;TV Shows;Hulu;23
flixpatrol.com/title/the-orville/;9;The Orville;;;TV Shows;Hulu;23
flixpatrol.com/title/the-baby/;10;The Baby;;;TV Shows;Hulu;23
flixpatrol.com/title/a-journal-for-jordan/;1;A Journal for Jordan;;;Movies;Hulu;24
flixpatrol.com/title/the-requin/;2;The Requin;;;Movies;Hulu;24
flixpatrol.com/title/fire-island/;3;Fire Island;;;Movies;Hulu;24
flixpatrol.com/title/fantastic-beasts-the-secrets-of-dumbledore/;4;Fantastic Beasts: The Secrets of Dumbledore;;;Movies;Hulu;24
flixpatrol.com/title/bridesmaids/;5;Bridesmaids;;;Movies;Hulu;24
flixpatrol.com/title/ghostbusters-afterlife/;6;Ghostbusters: Afterlife;;;Movies;Hulu;24
flixpatrol.com/title/the-devil-wears-prada/;7;The Devil Wears Prada;;;Movies;Hulu;24
flixpatrol.com/title/resident-evil-welcome-to-raccoon-city/;8;Resident Evil: Welcome to Raccoon City;;;Movies;Hulu;24
flixpatrol.com/title/robots/;9;Robots;;;Movies;Hulu;24
flixpatrol.com/title/venom-let-there-be-carnage/;10;Venom: Let There Be Carnage;;;Movies;Hulu;24
flixpatrol.com/title/p-valley/;1;P-Valley;;;TV Shows;Hulu;24
flixpatrol.com/title/the-kardashians/;2;The Kardashians;;;TV Shows;Hulu;24
flixpatrol.com/title/the-orville/;3;The Orville;;;TV Shows;Hulu;24
flixpatrol.com/title/general-hospital/;4;General Hospital;;;TV Shows;Hulu;24
flixpatrol.com/title/americas-got-talent/;5;America's Got Talent;;;TV Shows;Hulu;24
flixpatrol.com/title/masterchef/;6;MasterChef;;;TV Shows;Hulu;24
flixpatrol.com/title/the-first-lady-2022/;7;The First Lady;;;TV Shows;Hulu;24
flixpatrol.com/title/mayans-mc/;8;Mayans M.C.;;;TV Shows;Hulu;24
flixpatrol.com/title/gaslit-2022/;9;Gaslit;;;TV Shows;Hulu;24
flixpatrol.com/title/family-guy/;10;Family Guy;;;TV Shows;Hulu;24
flixpatrol.com/title/stillwater-2021/;1;Stillwater;;;Movies;Hulu;25
flixpatrol.com/title/ride-along/;2;Ride Along;;;Movies;Hulu;25
flixpatrol.com/title/fantastic-beasts-the-secrets-of-dumbledore/;3;Fantastic Beasts: The Secrets of Dumbledore;;;Movies;Hulu;25
flixpatrol.com/title/ghostbusters-afterlife/;4;Ghostbusters: Afterlife;;;Movies;Hulu;25
flixpatrol.com/title/jurassic-park/;5;Jurassic Park;;;Movies;Hulu;25
flixpatrol.com/title/the-requin/;6;The Requin;;;Movies;Hulu;25
flixpatrol.com/title/good-luck-to-you-leo-grande/;7;Good Luck to You, Leo Grande;;;Movies;Hulu;25
flixpatrol.com/title/a-journal-for-jordan/;8;A Journal for Jordan;;;Movies;Hulu;25
flixpatrol.com/title/the-lost-world-jurassic-park/;9;The Lost World: Jurassic Park;;;Movies;Hulu;25
flixpatrol.com/title/matilda/;10;Matilda;;;Movies;Hulu;25
flixpatrol.com/title/p-valley/;1;P-Valley;;;TV Shows;Hulu;25
flixpatrol.com/title/the-kardashians/;2;The Kardashians;;;TV Shows;Hulu;25
flixpatrol.com/title/the-old-man/;3;The Old Man;;;TV Shows;Hulu;25
flixpatrol.com/title/family-guy/;4;Family Guy;;;TV Shows;Hulu;25
flixpatrol.com/title/love-island-2015/;5;Love Island;;;TV Shows;Hulu;25
flixpatrol.com/title/general-hospital/;6;General Hospital;;;TV Shows;Hulu;25
flixpatrol.com/title/the-orville/;7;The Orville;;;TV Shows;Hulu;25
flixpatrol.com/title/i-love-that-for-you/;8;I Love That for You;;;TV Shows;Hulu;25
flixpatrol.com/title/bobs-burgers/;9;Bob's Burgers;;;TV Shows;Hulu;25
flixpatrol.com/title/last-week-tonight-with-john-oliver/;10;Last Week Tonight with John Oliver;;;TV Shows;Hulu;25
flixpatrol.com/title/good-luck-to-you-leo-grande/;1;Good Luck to You, Leo Grande;;;Movies;Hulu;26
flixpatrol.com/title/drunk-parents/;2;Drunk Parents;;;Movies;Hulu;26
flixpatrol.com/title/ghostbusters-afterlife/;3;Ghostbusters: Afterlife;;;Movies;Hulu;26
flixpatrol.com/title/stillwater-2021/;4;Stillwater;;;Movies;Hulu;26
flixpatrol.com/title/witch-hunt-2021/;5;Witch Hunt;;;Movies;Hulu;26
flixpatrol.com/title/the-free-fall/;6;The Free Fall;;;Movies;Hulu;26
flixpatrol.com/title/matilda/;7;Matilda;;;Movies;Hulu;26
flixpatrol.com/title/venom-let-there-be-carnage/;8;Venom: Let There Be Carnage;;;Movies;Hulu;26
flixpatrol.com/title/the-ledge-2022/;9;The Ledge;;;Movies;Hulu;26
flixpatrol.com/title/leave-no-trace-2022/;10;Leave No Trace;;;Movies;Hulu;26
flixpatrol.com/title/the-old-man/;1;The Old Man;;;TV Shows;Hulu;26
flixpatrol.com/title/p-valley/;2;P-Valley;;;TV Shows;Hulu;26
flixpatrol.com/title/love-island-2015/;3;Love Island;;;TV Shows;Hulu;26
flixpatrol.com/title/general-hospital/;4;General Hospital;;;TV Shows;Hulu;26
flixpatrol.com/title/the-kardashians/;5;The Kardashians;;;TV Shows;Hulu;26
flixpatrol.com/title/family-guy/;6;Family Guy;;;TV Shows;Hulu;26
flixpatrol.com/title/the-man-who-fell-to-earth-2022/;7;The Man Who Fell to Earth;;;TV Shows;Hulu;26
flixpatrol.com/title/becoming-elizabeth/;8;Becoming Elizabeth;;;TV Shows;Hulu;26
flixpatrol.com/title/the-bear-2022/;9;The Bear;;;TV Shows;Hulu;26
flixpatrol.com/title/the-chi/;10;The Chi;;;TV Shows;Hulu;26
flixpatrol.com/title/machine-gun-kellys-life-in-pink/;1;Machine Gun Kelly's Life In Pink;;;Movies;Hulu;27
flixpatrol.com/title/supercool/;2;Supercool;;;Movies;Hulu;27
flixpatrol.com/title/men-in-black-international/;3;Men in Black: International;;;Movies;Hulu;27
flixpatrol.com/title/street-kings/;4;Street Kings;;;Movies;Hulu;27
flixpatrol.com/title/good-luck-to-you-leo-grande/;5;Good Luck to You, Leo Grande;;;Movies;Hulu;27
flixpatrol.com/title/the-princess/;6;The Princess;;;Movies;Hulu;27
flixpatrol.com/title/ghostbusters-afterlife/;7;Ghostbusters: Afterlife;;;Movies;Hulu;27
flixpatrol.com/title/gasoline-alley-2022/;8;Gasoline Alley;;;Movies;Hulu;27
flixpatrol.com/title/stillwater-2021/;9;Stillwater;;;Movies;Hulu;27
flixpatrol.com/title/witch-hunt-2021/;10;Witch Hunt;;;Movies;Hulu;27
flixpatrol.com/title/p-valley/;1;P-Valley;;;TV Shows;Hulu;27
flixpatrol.com/title/the-bear-2022/;2;The Bear;;;TV Shows;Hulu;27
flixpatrol.com/title/the-chi/;3;The Chi;;;TV Shows;Hulu;27
flixpatrol.com/title/love-island-2015/;4;Love Island;;;TV Shows;Hulu;27
flixpatrol.com/title/only-murders-in-the-building/;5;Only Murders in the Building;;;TV Shows;Hulu;27
flixpatrol.com/title/the-old-man/;6;The Old Man;;;TV Shows;Hulu;27
flixpatrol.com/title/general-hospital/;7;General Hospital;;;TV Shows;Hulu;27
flixpatrol.com/title/the-man-who-fell-to-earth-2022/;8;The Man Who Fell to Earth;;;TV Shows;Hulu;27
flixpatrol.com/title/family-guy/;9;Family Guy;;;TV Shows;Hulu;27
flixpatrol.com/title/becoming-elizabeth/;10;Becoming Elizabeth;;;TV Shows;Hulu;27
flixpatrol.com/title/the-princess/;1;The Princess;;;Movies;Hulu;28
flixpatrol.com/title/for-the-love-of-money/;2;For the Love of Money;;;Movies;Hulu;28
flixpatrol.com/title/independence-day/;3;Independence Day;;;Movies;Hulu;28
flixpatrol.com/title/the-desperate-hour/;4;The Desperate Hour;;;Movies;Hulu;28
flixpatrol.com/title/talladega-nights-the-ballad-of-ricky-bobby/;5;Talladega Nights: The Ballad of Ricky Bobby;;;Movies;Hulu;28
flixpatrol.com/title/machine-gun-kellys-life-in-pink/;6;Machine Gun Kelly's Life In Pink;;;Movies;Hulu;28
flixpatrol.com/title/the-heat/;7;The Heat;;;Movies;Hulu;28
flixpatrol.com/title/the-contractor-2022/;8;The Contractor;;;Movies;Hulu;28
flixpatrol.com/title/venom-let-there-be-carnage/;9;Venom: Let There Be Carnage;;;Movies;Hulu;28
flixpatrol.com/title/ghostbusters-afterlife/;10;Ghostbusters: Afterlife;;;Movies;Hulu;28
flixpatrol.com/title/p-valley/;1;P-Valley;;;TV Shows;Hulu;28
flixpatrol.com/title/the-chi/;2;The Chi;;;TV Shows;Hulu;28
flixpatrol.com/title/only-murders-in-the-building/;3;Only Murders in the Building;;;TV Shows;Hulu;28
flixpatrol.com/title/love-island-2015/;4;Love Island;;;TV Shows;Hulu;28
flixpatrol.com/title/the-old-man/;5;The Old Man;;;TV Shows;Hulu;28
flixpatrol.com/title/general-hospital/;6;General Hospital;;;TV Shows;Hulu;28
flixpatrol.com/title/family-guy/;7;Family Guy;;;TV Shows;Hulu;28
flixpatrol.com/title/becoming-elizabeth/;8;Becoming Elizabeth;;;TV Shows;Hulu;28
flixpatrol.com/title/the-bear-2022/;9;The Bear;;;TV Shows;Hulu;28
flixpatrol.com/title/mind-over-murder/;10;Mind Over Murder;;;TV Shows;Hulu;28
flixpatrol.com/title/the-bobs-burgers-movie/;1;The Bob's Burgers Movie;;;Movies;Hulu;29
flixpatrol.com/title/the-contractor-2022/;2;The Contractor;;;Movies;Hulu;29
flixpatrol.com/title/gold-2022/;3;Gold;;;Movies;Hulu;29
flixpatrol.com/title/the-other-woman-2014/;4;The Other Woman;;;Movies;Hulu;29
flixpatrol.com/title/the-heat/;5;The Heat;;;Movies;Hulu;29
flixpatrol.com/title/colombiana/;6;Colombiana;;;Movies;Hulu;29
flixpatrol.com/title/the-princess/;7;The Princess;;;Movies;Hulu;29
flixpatrol.com/title/that-awkward-moment/;8;That Awkward Moment;;;Movies;Hulu;29
flixpatrol.com/title/for-the-love-of-money/;9;For the Love of Money;;;Movies;Hulu;29
flixpatrol.com/title/lone-survivor/;10;Lone Survivor;;;Movies;Hulu;29
flixpatrol.com/title/only-murders-in-the-building/;1;Only Murders in the Building;;;TV Shows;Hulu;29
flixpatrol.com/title/p-valley/;2;P-Valley;;;TV Shows;Hulu;29
flixpatrol.com/title/love-island-2015/;3;Love Island;;;TV Shows;Hulu;29
flixpatrol.com/title/the-chi/;4;The Chi;;;TV Shows;Hulu;29
flixpatrol.com/title/the-old-man/;5;The Old Man;;;TV Shows;Hulu;29
flixpatrol.com/title/abc-world-news/;6;ABC World News;;;TV Shows;Hulu;29
flixpatrol.com/title/the-bachelorette/;7;The Bachelorette;;;TV Shows;Hulu;29
flixpatrol.com/title/good-morning-america/;8;Good Morning America;;;TV Shows;Hulu;29
flixpatrol.com/title/good-trouble/;9;Good Trouble;;;TV Shows;Hulu;29
flixpatrol.com/title/family-guy/;10;Family Guy;;;TV Shows;Hulu;29
flixpatrol.com/title/the-bobs-burgers-movie/;1;The Bob's Burgers Movie;;;Movies;Hulu;30
flixpatrol.com/title/spider-man-no-way-home/;2;Spider-Man: No Way Home;;;Movies;Hulu;30
flixpatrol.com/title/student-body/;3;Student Body;;;Movies;Hulu;30
flixpatrol.com/title/the-stranger-in-our-bed/;4;The Stranger in Our Bed;;;Movies;Hulu;30
flixpatrol.com/title/the-contractor-2022/;5;The Contractor;;;Movies;Hulu;30
flixpatrol.com/title/ghostbusters-afterlife/;6;Ghostbusters: Afterlife;;;Movies;Hulu;30
flixpatrol.com/title/cobra/;7;Cobra;;;Movies;Hulu;30
flixpatrol.com/title/venom-let-there-be-carnage/;8;Venom: Let There Be Carnage;;;Movies;Hulu;30
flixpatrol.com/title/the-amazing-spider-man-2/;9;The Amazing Spider-Man 2;;;Movies;Hulu;30
flixpatrol.com/title/room-203/;10;Room 203;;;Movies;Hulu;30
flixpatrol.com/title/p-valley/;1;P-Valley;;;TV Shows;Hulu;30
flixpatrol.com/title/love-island-2015/;2;Love Island;;;TV Shows;Hulu;30
flixpatrol.com/title/the-chi/;3;The Chi;;;TV Shows;Hulu;30
flixpatrol.com/title/only-murders-in-the-building/;4;Only Murders in the Building;;;TV Shows;Hulu;30
flixpatrol.com/title/victorias-secret-angels-and-demons/;5;Victoria's Secret: Angels and Demons;;;TV Shows;Hulu;30
flixpatrol.com/title/the-old-man/;6;The Old Man;;;TV Shows;Hulu;30
flixpatrol.com/title/what-we-do-in-the-shadows-2019/;7;What We Do in the Shadows;;;TV Shows;Hulu;30
flixpatrol.com/title/solar-opposites/;8;Solar Opposites;;;TV Shows;Hulu;30
flixpatrol.com/title/general-hospital/;9;General Hospital;;;TV Shows;Hulu;30
flixpatrol.com/title/masterchef/;10;MasterChef;;;TV Shows;Hulu;30
flixpatrol.com/title/spider-man-no-way-home/;1;Spider-Man: No Way Home;;;Movies;Hulu;31
flixpatrol.com/title/venom-let-there-be-carnage/;2;Venom: Let There Be Carnage;;;Movies;Hulu;31
flixpatrol.com/title/lets-go-to-prison/;3;Let's Go to Prison;;;Movies;Hulu;31
flixpatrol.com/title/the-bobs-burgers-movie/;4;The Bob's Burgers Movie;;;Movies;Hulu;31
