title link;rank;title name;exclusive;cumulative_rank;Type;platform;week_num
flixpatrol.com/title/stay-close/;2;Stay Close;This title is Netflix original;2;TV Shows;Netflix;1
flixpatrol.com/title/the-witcher/;3;The Witcher;This title is Netflix original;4;TV Shows;Netflix;1
flixpatrol.com/title/queer-eye/;4;Queer Eye;This title is Netflix original;2;TV Shows;Netflix;1
flixpatrol.com/title/emily-in-paris/;5;Emily in Paris;This title is Netflix original;3;TV Shows;Netflix;1
flixpatrol.com/title/the-witcher/;6;The Witcher;This title is Netflix original;4;TV Shows;Netflix;1
flixpatrol.com/title/cobra-kai/;7;Cobra Kai;This title is Netflix original;1;TV Shows;Netflix;1
flixpatrol.com/title/cobra-kai/;8;Cobra Kai;This title is Netflix original;1;TV Shows;Netflix;1
flixpatrol.com/title/cocomelon/;9;Cocomelon;0;9;TV Shows;Netflix;1
flixpatrol.com/title/cobra-kai/;10;Cobra Kai;This title is Netflix original;1;TV Shows;Netflix;1
flixpatrol.com/title/brazen/;1;Brazen;0;1;Movies;Netflix;2
flixpatrol.com/title/dont-look-up-2021/;2;Don't Look Up;This title is Netflix original;4;Movies;Netflix;2
flixpatrol.com/title/tides/;3;Tides;0;1;Movies;Netflix;2
flixpatrol.com/title/just-go-with-it/;4;Just Go with It;0;2;Movies;Netflix;2
flixpatrol.com/title/the-longest-yard-2005/;5;The Longest Yard;0;2;Movies;Netflix;2
flixpatrol.com/title/charlie-and-the-chocolate-factory/;6;Charlie and the Chocolate Factory;0;2;Movies;Netflix;2
flixpatrol.com/title/the-town/;7;The Town;0;2;Movies;Netflix;2
flixpatrol.com/title/journey-2-the-mysterious-island/;8;Journey 2: The Mysterious Island;0;3;Movies;Netflix;2
flixpatrol.com/title/first-sunday/;9;First Sunday;0;2;Movies;Netflix;2
flixpatrol.com/title/300/;10;300;0;1;Movies;Netflix;2
flixpatrol.com/title/cheer/;1;Cheer;This title is Netflix original;1;TV Shows;Netflix;2
flixpatrol.com/title/cobra-kai/;2;Cobra Kai;This title is Netflix original;3;TV Shows;Netflix;2
flixpatrol.com/title/stay-close/;3;Stay Close;This title is Netflix original;3;TV Shows;Netflix;2
flixpatrol.com/title/the-witcher/;4;The Witcher;This title is Netflix original;5;TV Shows;Netflix;2
flixpatrol.com/title/archive-81/;5;Archive 81;This title is Netflix original;1;TV Shows;Netflix;2
flixpatrol.com/title/emily-in-paris/;6;Emily in Paris;This title is Netflix original;4;TV Shows;Netflix;2
flixpatrol.com/title/cocomelon/;7;Cocomelon;0;10;TV Shows;Netflix;2
flixpatrol.com/title/hype-house/;8;Hype House;This title is Netflix original;1;TV Shows;Netflix;2
flixpatrol.com/title/queer-eye/;9;Queer Eye;This title is Netflix original;3;TV Shows;Netflix;2
flixpatrol.com/title/the-witcher/;10;The Witcher;This title is Netflix original;5;TV Shows;Netflix;2
flixpatrol.com/title/the-royal-treatment/;1;The Royal Treatment;This title is Netflix original;1;Movies;Netflix;3
flixpatrol.com/title/brazen/;2;Brazen;0;2;Movies;Netflix;3
flixpatrol.com/title/after-we-fell/;3;After We Fell;0;1;Movies;Netflix;3
flixpatrol.com/title/dont-look-up-2021/;4;Don't Look Up;This title is Netflix original;5;Movies;Netflix;3
flixpatrol.com/title/annabelle-creation/;5;Annabelle: Creation;0;1;Movies;Netflix;3
flixpatrol.com/title/under-suspicion-2000/;6;Under Suspicion;0;1;Movies;Netflix;3
flixpatrol.com/title/riverdance-the-animated-adventure/;7;Riverdance: The Animated Adventure;This title is Netflix original;1;Movies;Netflix;3
flixpatrol.com/title/just-go-with-it/;8;Just Go with It;0;3;Movies;Netflix;3
flixpatrol.com/title/charlie-and-the-chocolate-factory/;9;Charlie and the Chocolate Factory;0;3;Movies;Netflix;3
flixpatrol.com/title/the-god-committee/;10;The God Committee;0;1;Movies;Netflix;3
flixpatrol.com/title/ozark/;1;Ozark;This title is Netflix original;1;TV Shows;Netflix;3
flixpatrol.com/title/archive-81/;2;Archive 81;This title is Netflix original;2;TV Shows;Netflix;3
flixpatrol.com/title/cheer/;3;Cheer;This title is Netflix original;2;TV Shows;Netflix;3
flixpatrol.com/title/too-hot-to-handle/;4;Too Hot to Handle;This title is Netflix original;1;TV Shows;Netflix;3
flixpatrol.com/title/ozark/;5;Ozark;This title is Netflix original;1;TV Shows;Netflix;3
flixpatrol.com/title/ozark/;6;Ozark;This title is Netflix original;1;TV Shows;Netflix;3
flixpatrol.com/title/cobra-kai/;7;Cobra Kai;This title is Netflix original;4;TV Shows;Netflix;3
flixpatrol.com/title/stay-close/;8;Stay Close;This title is Netflix original;4;TV Shows;Netflix;3
flixpatrol.com/title/the-witcher/;9;The Witcher;This title is Netflix original;6;TV Shows;Netflix;3
flixpatrol.com/title/ozark/;10;Ozark;This title is Netflix original;1;TV Shows;Netflix;3
flixpatrol.com/title/home-team/;1;Home Team;This title is Netflix original;1;Movies;Netflix;4
flixpatrol.com/title/the-royal-treatment/;2;The Royal Treatment;This title is Netflix original;2;Movies;Netflix;4
flixpatrol.com/title/munich-the-edge-of-war/;3;Munich: The Edge of War;This title is Netflix original;1;Movies;Netflix;4
flixpatrol.com/title/dont-look-up-2021/;4;Don't Look Up;This title is Netflix original;6;Movies;Netflix;4
flixpatrol.com/title/aileen-wuornos-american-boogeywoman/;5;Aileen Wuornos: American Boogeywoman;0;1;Movies;Netflix;4
flixpatrol.com/title/annabelle-creation/;6;Annabelle: Creation;0;2;Movies;Netflix;4
flixpatrol.com/title/just-go-with-it/;7;Just Go with It;0;4;Movies;Netflix;4
flixpatrol.com/title/my-fathers-violin/;8;My Father's Violin;This title is Netflix original;1;Movies;Netflix;4
flixpatrol.com/title/journey-2-the-mysterious-island/;9;Journey 2: The Mysterious Island;0;4;Movies;Netflix;4
flixpatrol.com/title/amandla/;10;Amandla;This title is Netflix original;1;Movies;Netflix;4
flixpatrol.com/title/ozark/;1;Ozark;This title is Netflix original;2;TV Shows;Netflix;4
flixpatrol.com/title/the-woman-in-the-house-across-the-street-from-the-girl-in-the-window/;2;The Woman in the House Across the Street from the Girl in the Window;This title is Netflix original;1;TV Shows;Netflix;4
flixpatrol.com/title/ozark/;3;Ozark;This title is Netflix original;2;TV Shows;Netflix;4
flixpatrol.com/title/all-of-us-are-dead/;4;All of Us Are Dead;This title is Netflix original;1;TV Shows;Netflix;4
flixpatrol.com/title/archive-81/;5;Archive 81;This title is Netflix original;3;TV Shows;Netflix;4
flixpatrol.com/title/ozark/;6;Ozark;This title is Netflix original;2;TV Shows;Netflix;4
flixpatrol.com/title/ozark/;7;Ozark;This title is Netflix original;2;TV Shows;Netflix;4
flixpatrol.com/title/too-hot-to-handle/;8;Too Hot to Handle;This title is Netflix original;2;TV Shows;Netflix;4
flixpatrol.com/title/in-from-the-cold/;9;In From the Cold;This title is Netflix original;1;TV Shows;Netflix;4
flixpatrol.com/title/cheer/;10;Cheer;This title is Netflix original;3;TV Shows;Netflix;4
flixpatrol.com/title/home-team/;1;Home Team;This title is Netflix original;2;Movies;Netflix;5
flixpatrol.com/title/despicable-me-2/;2;Despicable Me 2;0;1;Movies;Netflix;5
flixpatrol.com/title/the-tinder-swindler/;3;The Tinder Swindler;This title is Netflix original;1;Movies;Netflix;5
flixpatrol.com/title/transformers-revenge-of-the-fallen/;4;Transformers: Revenge of the Fallen;0;1;Movies;Netflix;5
flixpatrol.com/title/can-you-keep-a-secret/;5;Can You Keep a Secret?;0;1;Movies;Netflix;5
flixpatrol.com/title/the-lucky-one/;6;The Lucky One;0;1;Movies;Netflix;5
flixpatrol.com/title/despicable-me/;7;Despicable Me;0;1;Movies;Netflix;5
flixpatrol.com/title/transformers-dark-of-the-moon/;8;Transformers: Dark of the Moon;0;1;Movies;Netflix;5
flixpatrol.com/title/thats-my-boy/;9;That's My Boy;0;1;Movies;Netflix;5
flixpatrol.com/title/countdown-2019/;10;Countdown;0;1;Movies;Netflix;5
flixpatrol.com/title/all-of-us-are-dead/;1;All of Us Are Dead;This title is Netflix original;2;TV Shows;Netflix;5
flixpatrol.com/title/the-woman-in-the-house-across-the-street-from-the-girl-in-the-window/;2;The Woman in the House Across the Street from the Girl in the Window;This title is Netflix original;2;TV Shows;Netflix;5
flixpatrol.com/title/ozark/;3;Ozark;This title is Netflix original;3;TV Shows;Netflix;5
flixpatrol.com/title/sweet-magnolias/;4;Sweet Magnolias;This title is Netflix original;1;TV Shows;Netflix;5
flixpatrol.com/title/raising-dion/;5;Raising Dion;This title is Netflix original;1;TV Shows;Netflix;5
flixpatrol.com/title/in-from-the-cold/;6;In From the Cold;This title is Netflix original;2;TV Shows;Netflix;5
flixpatrol.com/title/raising-dion/;7;Raising Dion;This title is Netflix original;1;TV Shows;Netflix;5
flixpatrol.com/title/ozark/;8;Ozark;This title is Netflix original;3;TV Shows;Netflix;5
flixpatrol.com/title/ozark/;9;Ozark;This title is Netflix original;3;TV Shows;Netflix;5
flixpatrol.com/title/sweet-magnolias/;10;Sweet Magnolias;This title is Netflix original;1;TV Shows;Netflix;5
flixpatrol.com/title/the-tinder-swindler/;1;The Tinder Swindler;This title is Netflix original;2;Movies;Netflix;6
flixpatrol.com/title/despicable-me-2/;2;Despicable Me 2;0;2;Movies;Netflix;6
flixpatrol.com/title/despicable-me/;3;Despicable Me;0;2;Movies;Netflix;6
flixpatrol.com/title/tall-girl-2/;4;Tall Girl 2;This title is Netflix original;1;Movies;Netflix;6
flixpatrol.com/title/the-hangover/;5;The Hangover;0;1;Movies;Netflix;6
flixpatrol.com/title/transformers-dark-of-the-moon/;6;Transformers: Dark of the Moon;0;2;Movies;Netflix;6
flixpatrol.com/title/the-other-guys/;7;The Other Guys;0;1;Movies;Netflix;6
flixpatrol.com/title/home-team/;8;Home Team;This title is Netflix original;3;Movies;Netflix;6
flixpatrol.com/title/through-my-window/;9;Through My Window;This title is Netflix original;1;Movies;Netflix;6
flixpatrol.com/title/warrior-2015/;10;Warrior;0;1;Movies;Netflix;6
flixpatrol.com/title/inventing-anna/;1;Inventing Anna;This title is Netflix original;1;TV Shows;Netflix;6
flixpatrol.com/title/sweet-magnolias/;2;Sweet Magnolias;This title is Netflix original;2;TV Shows;Netflix;6
flixpatrol.com/title/all-of-us-are-dead/;3;All of Us Are Dead;This title is Netflix original;3;TV Shows;Netflix;6
flixpatrol.com/title/ozark/;4;Ozark;This title is Netflix original;4;TV Shows;Netflix;6
flixpatrol.com/title/love-is-blind-2020/;5;Love Is Blind;This title is Netflix original;1;TV Shows;Netflix;6
flixpatrol.com/title/raising-dion/;6;Raising Dion;This title is Netflix original;2;TV Shows;Netflix;6
flixpatrol.com/title/sweet-magnolias/;7;Sweet Magnolias;This title is Netflix original;2;TV Shows;Netflix;6
flixpatrol.com/title/the-woman-in-the-house-across-the-street-from-the-girl-in-the-window/;8;The Woman in the House Across the Street from the Girl in the Window;This title is Netflix original;3;TV Shows;Netflix;6
flixpatrol.com/title/raising-dion/;9;Raising Dion;This title is Netflix original;2;TV Shows;Netflix;6
flixpatrol.com/title/catching-killers/;10;Catching Killers;This title is Netflix original;1;TV Shows;Netflix;6
flixpatrol.com/title/texas-chainsaw-massacre/;1;Texas Chainsaw Massacre;This title is Netflix original;1;Movies;Netflix;7
flixpatrol.com/title/despicable-me-2/;2;Despicable Me 2;0;3;Movies;Netflix;7
flixpatrol.com/title/st-vincent/;3;St. Vincent;0;1;Movies;Netflix;7
flixpatrol.com/title/the-tinder-swindler/;4;The Tinder Swindler;This title is Netflix original;3;Movies;Netflix;7
flixpatrol.com/title/blackhat/;5;Blackhat;0;1;Movies;Netflix;7
flixpatrol.com/title/tall-girl-2/;6;Tall Girl 2;This title is Netflix original;2;Movies;Netflix;7
flixpatrol.com/title/despicable-me/;7;Despicable Me;0;3;Movies;Netflix;7
flixpatrol.com/title/fistful-of-vengeance/;8;Fistful of Vengeance;This title is Netflix original;1;Movies;Netflix;7
flixpatrol.com/title/the-hangover/;9;The Hangover;0;2;Movies;Netflix;7
flixpatrol.com/title/last-man-down/;10;Last Man Down;0;1;Movies;Netflix;7
flixpatrol.com/title/inventing-anna/;1;Inventing Anna;This title is Netflix original;2;TV Shows;Netflix;7
flixpatrol.com/title/love-is-blind-2020/;2;Love Is Blind;This title is Netflix original;2;TV Shows;Netflix;7
flixpatrol.com/title/sweet-magnolias/;3;Sweet Magnolias;This title is Netflix original;3;TV Shows;Netflix;7
flixpatrol.com/title/ozark/;4;Ozark;This title is Netflix original;5;TV Shows;Netflix;7
flixpatrol.com/title/all-of-us-are-dead/;5;All of Us Are Dead;This title is Netflix original;4;TV Shows;Netflix;7
flixpatrol.com/title/raising-dion/;6;Raising Dion;This title is Netflix original;3;TV Shows;Netflix;7
flixpatrol.com/title/jeen-yuhs-a-kanye-trilogy/;7;jeen-yuhs: A Kanye Trilogy;This title is Netflix original;1;TV Shows;Netflix;7
flixpatrol.com/title/sweet-magnolias/;8;Sweet Magnolias;This title is Netflix original;3;TV Shows;Netflix;7
flixpatrol.com/title/catching-killers/;9;Catching Killers;This title is Netflix original;2;TV Shows;Netflix;7
flixpatrol.com/title/the-cuphead-show/;10;The Cuphead Show!;This title is Netflix original;1;TV Shows;Netflix;7
flixpatrol.com/title/tyler-perrys-a-madea-homecoming/;1;Tyler Perry's A Madea Homecoming;This title is Netflix original;1;Movies;Netflix;8
flixpatrol.com/title/despicable-me-2/;2;Despicable Me 2;0;4;Movies;Netflix;8
flixpatrol.com/title/texas-chainsaw-massacre/;3;Texas Chainsaw Massacre;This title is Netflix original;2;Movies;Netflix;8
flixpatrol.com/title/the-tinder-swindler/;4;The Tinder Swindler;This title is Netflix original;4;Movies;Netflix;8
flixpatrol.com/title/st-vincent/;5;St. Vincent;0;2;Movies;Netflix;8
flixpatrol.com/title/despicable-me/;6;Despicable Me;0;4;Movies;Netflix;8
flixpatrol.com/title/blackhat/;7;Blackhat;0;2;Movies;Netflix;8
flixpatrol.com/title/restless-2022/;8;Restless;This title is Netflix original;1;Movies;Netflix;8
flixpatrol.com/title/downfall-the-case-against-boeing/;9;Downfall: The Case Against Boeing;This title is Netflix original;1;Movies;Netflix;8
flixpatrol.com/title/halloween/;10;Halloween;0;1;Movies;Netflix;8
flixpatrol.com/title/inventing-anna/;1;Inventing Anna;This title is Netflix original;3;TV Shows;Netflix;8
flixpatrol.com/title/love-is-blind-2020/;2;Love Is Blind;This title is Netflix original;3;TV Shows;Netflix;8
flixpatrol.com/title/vikings-valhalla/;3;Vikings: Valhalla;This title is Netflix original;1;TV Shows;Netflix;8
flixpatrol.com/title/sweet-magnolias/;4;Sweet Magnolias;This title is Netflix original;4;TV Shows;Netflix;8
flixpatrol.com/title/jeen-yuhs-a-kanye-trilogy/;5;jeen-yuhs: A Kanye Trilogy;This title is Netflix original;2;TV Shows;Netflix;8
flixpatrol.com/title/ozark/;6;Ozark;This title is Netflix original;6;TV Shows;Netflix;8
flixpatrol.com/title/the-cuphead-show/;7;The Cuphead Show!;This title is Netflix original;2;TV Shows;Netflix;8
flixpatrol.com/title/all-of-us-are-dead/;8;All of Us Are Dead;This title is Netflix original;5;TV Shows;Netflix;8
flixpatrol.com/title/space-force/;9;Space Force;This title is Netflix original;1;TV Shows;Netflix;8
flixpatrol.com/title/cocomelon/;10;Cocomelon;0;11;TV Shows;Netflix;8
flixpatrol.com/title/tyler-perrys-a-madea-homecoming/;1;Tyler Perry's A Madea Homecoming;This title is Netflix original;2;Movies;Netflix;9
flixpatrol.com/title/shrek-2/;2;Shrek 2;0;1;Movies;Netflix;9
flixpatrol.com/title/the-weekend-away/;3;The Weekend Away;This title is Netflix original;1;Movies;Netflix;9
flixpatrol.com/title/just-like-heaven/;4;Just Like Heaven;0;1;Movies;Netflix;9
flixpatrol.com/title/battleship/;5;Battleship;0;1;Movies;Netflix;9
flixpatrol.com/title/21-bridges/;6;21 Bridges;0;1;Movies;Netflix;9
flixpatrol.com/title/against-the-ice/;7;Against the Ice;This title is Netflix original;1;Movies;Netflix;9
flixpatrol.com/title/shrek/;8;Shrek;0;1;Movies;Netflix;9
flixpatrol.com/title/despicable-me-2/;9;Despicable Me 2;0;5;Movies;Netflix;9
flixpatrol.com/title/restless-2022/;10;Restless;This title is Netflix original;2;Movies;Netflix;9
flixpatrol.com/title/worst-roommate-ever/;1;Worst Roommate Ever;This title is Netflix original;1;TV Shows;Netflix;9
flixpatrol.com/title/vikings-valhalla/;2;Vikings: Valhalla;This title is Netflix original;2;TV Shows;Netflix;9
flixpatrol.com/title/inventing-anna/;3;Inventing Anna;This title is Netflix original;4;TV Shows;Netflix;9
flixpatrol.com/title/love-is-blind-2020/;4;Love Is Blind;This title is Netflix original;4;TV Shows;Netflix;9
flixpatrol.com/title/pieces-of-her/;5;Pieces of Her;This title is Netflix original;1;TV Shows;Netflix;9
flixpatrol.com/title/jeen-yuhs-a-kanye-trilogy/;6;jeen-yuhs: A Kanye Trilogy;This title is Netflix original;3;TV Shows;Netflix;9
flixpatrol.com/title/sweet-magnolias/;7;Sweet Magnolias;This title is Netflix original;5;TV Shows;Netflix;9
flixpatrol.com/title/love-is-blind-2020/;8;Love Is Blind;This title is Netflix original;2;TV Shows;Netflix;9
flixpatrol.com/title/cocomelon/;9;Cocomelon;0;12;TV Shows;Netflix;9
flixpatrol.com/title/ozark/;10;Ozark;This title is Netflix original;7;TV Shows;Netflix;9
flixpatrol.com/title/the-adam-project/;1;The Adam Project;This title is Netflix original;1;Movies;Netflix;10
flixpatrol.com/title/shrek/;2;Shrek;0;2;Movies;Netflix;10
flixpatrol.com/title/shrek-2/;3;Shrek 2;0;2;Movies;Netflix;10
flixpatrol.com/title/shooter/;4;Shooter;0;1;Movies;Netflix;10
flixpatrol.com/title/tyler-perrys-a-madea-homecoming/;5;Tyler Perry's A Madea Homecoming;This title is Netflix original;3;Movies;Netflix;10
flixpatrol.com/title/the-weekend-away/;6;The Weekend Away;This title is Netflix original;2;Movies;Netflix;10
flixpatrol.com/title/coach-carter/;7;Coach Carter;0;1;Movies;Netflix;10
flixpatrol.com/title/21/;8;21;0;1;Movies;Netflix;10
flixpatrol.com/title/the-green-mile/;9;The Green Mile;0;1;Movies;Netflix;10
flixpatrol.com/title/despicable-me-2/;10;Despicable Me 2;0;6;Movies;Netflix;10
flixpatrol.com/title/pieces-of-her/;1;Pieces of Her;This title is Netflix original;2;TV Shows;Netflix;10
flixpatrol.com/title/good-girls/;2;Good Girls;This title is Netflix original;1;TV Shows;Netflix;10
flixpatrol.com/title/the-last-kingdom/;3;The Last Kingdom;This title is Netflix original;1;TV Shows;Netflix;10
flixpatrol.com/title/inventing-anna/;4;Inventing Anna;This title is Netflix original;5;TV Shows;Netflix;10
flixpatrol.com/title/worst-roommate-ever/;5;Worst Roommate Ever;This title is Netflix original;2;TV Shows;Netflix;10
flixpatrol.com/title/love-is-blind-2020/;6;Love Is Blind;This title is Netflix original;5;TV Shows;Netflix;10
flixpatrol.com/title/vikings-valhalla/;7;Vikings: Valhalla;This title is Netflix original;3;TV Shows;Netflix;10
flixpatrol.com/title/life-after-death-with-tyler-henry/;8;Life After Death with Tyler Henry;This title is Netflix original;1;TV Shows;Netflix;10
flixpatrol.com/title/the-last-kingdom/;9;The Last Kingdom;This title is Netflix original;1;TV Shows;Netflix;10
flixpatrol.com/title/good-girls/;10;Good Girls;This title is Netflix original;1;TV Shows;Netflix;10
flixpatrol.com/title/the-adam-project/;1;The Adam Project;This title is Netflix original;2;Movies;Netflix;11
flixpatrol.com/title/a-walk-among-the-tombstones/;2;A Walk Among the Tombstones;0;1;Movies;Netflix;11
flixpatrol.com/title/black-crab/;3;Black Crab;This title is Netflix original;1;Movies;Netflix;11
flixpatrol.com/title/rescued-by-ruby/;4;Rescued by Ruby;This title is Netflix original;1;Movies;Netflix;11
flixpatrol.com/title/shrek/;5;Shrek;0;3;Movies;Netflix;11
flixpatrol.com/title/shrek-2/;6;Shrek 2;0;3;Movies;Netflix;11
flixpatrol.com/title/london-has-fallen/;7;London Has Fallen;0;1;Movies;Netflix;11
flixpatrol.com/title/tyler-perrys-a-madea-homecoming/;8;Tyler Perry's A Madea Homecoming;This title is Netflix original;4;Movies;Netflix;11
flixpatrol.com/title/despicable-me-2/;9;Despicable Me 2;0;7;Movies;Netflix;11
flixpatrol.com/title/windfall/;10;Windfall;This title is Netflix original;1;Movies;Netflix;11
flixpatrol.com/title/good-girls/;1;Good Girls;This title is Netflix original;2;TV Shows;Netflix;11
flixpatrol.com/title/the-last-kingdom/;2;The Last Kingdom;This title is Netflix original;2;TV Shows;Netflix;11
flixpatrol.com/title/bad-vegan-fame-fraud-fugitives/;3;Bad Vegan: Fame. Fraud. Fugitives.;This title is Netflix original;1;TV Shows;Netflix;11
flixpatrol.com/title/inventing-anna/;4;Inventing Anna;This title is Netflix original;6;TV Shows;Netflix;11
flixpatrol.com/title/pieces-of-her/;5;Pieces of Her;This title is Netflix original;3;TV Shows;Netflix;11
flixpatrol.com/title/life-after-death-with-tyler-henry/;6;Life After Death with Tyler Henry;This title is Netflix original;2;TV Shows;Netflix;11
flixpatrol.com/title/is-it-cake/;7;Is It Cake?;This title is Netflix original;1;TV Shows;Netflix;11
flixpatrol.com/title/love-is-blind-2020/;8;Love Is Blind;This title is Netflix original;6;TV Shows;Netflix;11
flixpatrol.com/title/worst-roommate-ever/;9;Worst Roommate Ever;This title is Netflix original;3;TV Shows;Netflix;11
flixpatrol.com/title/human-resources-2022/;10;Human Resources;This title is Netflix original;1;TV Shows;Netflix;11
flixpatrol.com/title/the-adam-project/;1;The Adam Project;This title is Netflix original;3;Movies;Netflix;12
flixpatrol.com/title/black-crab/;2;Black Crab;This title is Netflix original;2;Movies;Netflix;12
flixpatrol.com/title/a-walk-among-the-tombstones/;3;A Walk Among the Tombstones;0;2;Movies;Netflix;12
flixpatrol.com/title/rescued-by-ruby/;4;Rescued by Ruby;This title is Netflix original;2;Movies;Netflix;12
flixpatrol.com/title/blade-runner-2049/;5;Blade Runner 2049;0;1;Movies;Netflix;12
flixpatrol.com/title/windfall/;6;Windfall;This title is Netflix original;2;Movies;Netflix;12
flixpatrol.com/title/shrek/;7;Shrek;0;4;Movies;Netflix;12
flixpatrol.com/title/london-has-fallen/;8;London Has Fallen;0;2;Movies;Netflix;12
flixpatrol.com/title/shrek-2/;9;Shrek 2;0;4;Movies;Netflix;12
flixpatrol.com/title/in-good-hands/;10;In Good Hands;This title is Netflix original;1;Movies;Netflix;12
flixpatrol.com/title/bridgerton/;1;Bridgerton;This title is Netflix original;1;TV Shows;Netflix;12
flixpatrol.com/title/is-it-cake/;2;Is It Cake?;This title is Netflix original;2;TV Shows;Netflix;12
flixpatrol.com/title/inventing-anna/;3;Inventing Anna;This title is Netflix original;7;TV Shows;Netflix;12
flixpatrol.com/title/good-girls/;4;Good Girls;This title is Netflix original;3;TV Shows;Netflix;12
flixpatrol.com/title/bridgerton/;5;Bridgerton;This title is Netflix original;1;TV Shows;Netflix;12
flixpatrol.com/title/bad-vegan-fame-fraud-fugitives/;6;Bad Vegan: Fame. Fraud. Fugitives.;This title is Netflix original;2;TV Shows;Netflix;12
flixpatrol.com/title/the-last-kingdom/;7;The Last Kingdom;This title is Netflix original;3;TV Shows;Netflix;12
flixpatrol.com/title/pieces-of-her/;8;Pieces of Her;This title is Netflix original;4;TV Shows;Netflix;12
flixpatrol.com/title/human-resources-2022/;9;Human Resources;This title is Netflix original;2;TV Shows;Netflix;12
flixpatrol.com/title/top-boy-2019/;10;Top Boy;This title is Netflix original;1;TV Shows;Netflix;12
flixpatrol.com/title/the-blind-side/;1;The Blind Side;0;1;Movies;Netflix;13
flixpatrol.com/title/blade-runner-2049/;2;Blade Runner 2049;0;2;Movies;Netflix;13
flixpatrol.com/title/shrek-forever-after/;3;Shrek Forever After;0;1;Movies;Netflix;13
flixpatrol.com/title/the-adam-project/;4;The Adam Project;This title is Netflix original;4;Movies;Netflix;13
flixpatrol.com/title/the-bubble-2022/;5;The Bubble;This title is Netflix original;1;Movies;Netflix;13
flixpatrol.com/title/trust-no-one-the-hunt-for-the-crypto-king/;6;Trust No One: The Hunt for the Crypto King;This title is Netflix original;1;Movies;Netflix;13
flixpatrol.com/title/shrek/;7;Shrek;0;5;Movies;Netflix;13
flixpatrol.com/title/shrek-2/;8;Shrek 2;0;5;Movies;Netflix;13
flixpatrol.com/title/sherlock-holmes-a-game-of-shadows/;9;Sherlock Holmes: A Game of Shadows;0;1;Movies;Netflix;13
flixpatrol.com/title/blade-trinity/;10;Blade: Trinity;0;1;Movies;Netflix;13
flixpatrol.com/title/bridgerton/;1;Bridgerton;This title is Netflix original;2;TV Shows;Netflix;13
flixpatrol.com/title/bridgerton/;2;Bridgerton;This title is Netflix original;2;TV Shows;Netflix;13
flixpatrol.com/title/is-it-cake/;3;Is It Cake?;This title is Netflix original;3;TV Shows;Netflix;13
flixpatrol.com/title/inventing-anna/;4;Inventing Anna;This title is Netflix original;8;TV Shows;Netflix;13
flixpatrol.com/title/good-girls/;5;Good Girls;This title is Netflix original;4;TV Shows;Netflix;13
flixpatrol.com/title/the-last-kingdom/;6;The Last Kingdom;This title is Netflix original;4;TV Shows;Netflix;13
flixpatrol.com/title/pieces-of-her/;7;Pieces of Her;This title is Netflix original;5;TV Shows;Netflix;13
flixpatrol.com/title/cocomelon/;8;Cocomelon;0;1;TV Shows;Netflix;13
flixpatrol.com/title/heartland/;9;Heartland;0;1;TV Shows;Netflix;13
flixpatrol.com/title/get-organized-with-the-home-edit/;10;Get Organized with The Home Edit;This title is Netflix original;1;TV Shows;Netflix;13
flixpatrol.com/title/the-blind-side/;1;The Blind Side;0;2;Movies;Netflix;14
flixpatrol.com/title/shrek-forever-after/;2;Shrek Forever After;0;2;Movies;Netflix;14
flixpatrol.com/title/four-brothers/;3;Four Brothers;0;1;Movies;Netflix;14
flixpatrol.com/title/without-a-paddle/;4;Without a Paddle;0;1;Movies;Netflix;14
flixpatrol.com/title/monster-in-law/;5;Monster-in-Law;0;1;Movies;Netflix;14
flixpatrol.com/title/the-bubble-2022/;6;The Bubble;This title is Netflix original;2;Movies;Netflix;14
flixpatrol.com/title/mollys-game/;7;Molly's Game;0;1;Movies;Netflix;14
flixpatrol.com/title/catch-and-release/;8;Catch and Release;0;1;Movies;Netflix;14
flixpatrol.com/title/blow/;9;Blow;0;1;Movies;Netflix;14
flixpatrol.com/title/the-adam-project/;10;The Adam Project;This title is Netflix original;5;Movies;Netflix;14
flixpatrol.com/title/bridgerton/;1;Bridgerton;This title is Netflix original;3;TV Shows;Netflix;14
flixpatrol.com/title/the-ultimatum-marry-or-move-on/;2;The Ultimatum: Marry or Move On;This title is Netflix original;1;TV Shows;Netflix;14
flixpatrol.com/title/better-call-saul/;3;Better Call Saul;0;1;TV Shows;Netflix;14
flixpatrol.com/title/bridgerton/;4;Bridgerton;This title is Netflix original;3;TV Shows;Netflix;14
flixpatrol.com/title/queen-of-the-south/;5;Queen of the South;0;1;TV Shows;Netflix;14
flixpatrol.com/title/cocomelon/;6;Cocomelon;0;2;TV Shows;Netflix;14
flixpatrol.com/title/inventing-anna/;7;Inventing Anna;This title is Netflix original;9;TV Shows;Netflix;14
flixpatrol.com/title/is-it-cake/;8;Is It Cake?;This title is Netflix original;4;TV Shows;Netflix;14
flixpatrol.com/title/heartland/;9;Heartland;0;2;TV Shows;Netflix;14
flixpatrol.com/title/get-organized-with-the-home-edit/;10;Get Organized with The Home Edit;This title is Netflix original;2;TV Shows;Netflix;14
flixpatrol.com/title/the-call/;1;The Call;This title is Netflix original;1;Movies;Netflix;15
flixpatrol.com/title/cleaner-2020/;2;Cleaner;0;1;Movies;Netflix;15
flixpatrol.com/title/without-a-paddle/;3;Without a Paddle;0;2;Movies;Netflix;15
